Country_x,Country Code,Sex_x,Year_x,htn,treat,control,diagn,untreatedstage2HTN,Country_y,Income,pop,pop_tot,Indicator_b,Country_b,Year_b,GeoRegion_b,nurse,Indicator_c,Country_c,Year_c,GeoRegion_c,pharma,Indicator_d,Country_d,Year_d,GeoRegion_d,chws_n,Indicator_a,Country_a,Year_a,phy,chws,hw,treatn,controln,diagng,htn2,n_phy,b_phy,pop_htn,pop_htn_visit1,pop_htn_visit2,pop_htn_visit3,phy_s1,phy_s2,phy_s1_i1,phy_s2_i2,phy_s1_c,phy_s2_c,gaps_hf_base_s1,gaps_hf_base_s2,gaps_hf_base_s1_i1,gaps_hf_base_s2_i2,gaps_hf_base_s1_c,gaps_hf_base_s2_c,gaps_hf_6_s1,gaps_hf_6_s2,gaps_hf_3_s1,gaps_hf_3_s2,gaps_hf_6_s1_i1,gaps_hf_6_s2_i2,gaps_hf_3_s1_i1,gaps_hf_3_s2_i2,gaps_hf_6_s1_c,gaps_hf_6_s2_c,gaps_hf_3_s1_c,gaps_hf_3_s2_c,gaps_cat4_base_s1_c
Sao Tome and Principe,STP,Men,2019,44.9699068,27.7029337,9.1810627,48.53398645,31.61445415,Sao Tome and Principe,Lower middle income,140000,230000,"Nursing and midwifery personnel (per 10,000)",Sao Tome and Principe,2019.0,Africa,21.53,"Pharmacists  (per 10,000)",Sao Tome and Principe,2019.0,Africa,1.72,Community Health Workers (number),Sao Tome and Principe,2004.0,Africa,150.0,Physician per 1000,Sao Tome and Principe,2019.0,4.89,6.521739130434782,34.66173913043478,12.45798346575579,4.128715339439563,21.825688472889627,40.84119146056043,29.77173913043478,34.66173913043478,62957.86951999999,755494.4342399999,377747.2171199999,188873.60856,27384.0,13691.999999999998,166721.7391304348,83360.8695652174,194105.7391304348,97052.8695652174,728110.4342399999,741802.4342399999,588772.695109565,672133.5646747825,561388.695109565,658441.5646747825,350363.2171199999,364055.2171199999,161489.60855999996,175181.60855999996,211025.47798956512,294386.3475547825,22151.86942956515,105512.73899478256,183641.4779895652,280694.3475547825,-5232.13057043482,91820.73899478256,2
Saudi Arabia,SAU,Men,2019,33.2208796,43.23297075,22.2782299,53.4693687,15.16012485,Saudi Arabia,High income,21000000,37400000,"Nursing and midwifery personnel (per 10,000)",Saudi Arabia,2022.0,Eastern Mediterranean,55.09,"Pharmacists  (per 10,000)",Saudi Arabia,2022.0,Eastern Mediterranean,9.35,Community Health Workers (number),Saudi Arabia,2018.0,Eastern Mediterranean,4627.0,Physician per 1000,Saudi Arabia,2021.0,27.89,1.2371657754010694,93.56716577540108,14.362373160360717,7.4010239320902,17.76299459870708,25.819855667909795,65.67716577540106,93.56716577540108,6976384.715999999,83716616.592,41858308.296,20929154.148,23427600.0,11713800.0,55168819.25133691,27584409.62566845,78596419.25133692,39298209.62566846,60289016.59199999,72002816.592,28547797.340663083,56132206.96633154,5120197.340663075,44418406.966331534,18430708.296,30144508.296,-2498445.852000002,9215354.147999998,-13310510.955336912,14273898.67033154,-34239665.103336915,-6655255.477668457,-36738110.95533692,2560098.6703315377,-57667265.10333692,-18369055.47766846,3
Senegal,SEN,Men,2019,40.10598385,20.2937667,9.1156711,37.2872832,30.9774785,Senegal,Lower middle income,10000000,18600000,"Nursing and midwifery personnel (per 10,000)",Senegal,2022.0,Africa,4.35,"Pharmacists  (per 10,000)",Senegal,2022.0,Africa,0.2,Community Health Workers (number),Senegal,2022.0,Africa,18757.0,Physician per 1000,Senegal,2020.0,0.8400000000000001,10.084408602150535,15.474408602150536,8.139014795258678,3.655929579185117,14.954431778295763,36.45005427081488,14.634408602150536,15.474408602150536,4010598.385,48127180.62,24063590.31,12031795.155,336000.0,168000.0,5853763.440860214,2926881.720430107,6189763.440860214,3094881.720430107,47791180.62,47959180.62,42273417.179139785,45200298.89956989,41937417.179139785,45032298.89956989,23727590.31,23895590.31,11695795.155,11863795.155,18209826.869139783,21136708.589569893,6178031.714139786,9104913.434569892,17873826.869139783,20968708.589569893,5842031.714139786,8936913.434569892,5
Serbia,SRB,Men,2019,45.9831129,58.69344544999999,25.3882843,66.52220689999999,10.1631215,Serbia,Upper middle income,6500000,6600000,"Nursing and midwifery personnel (per 10,000)",Serbia,2020.0,Europe,59.33,"Pharmacists  (per 10,000)",Serbia,2020.0,Europe,1.48,Community Health Workers (number),Serbia,2016.0,Europe,887.0,Physician per 1000,Serbia,2016.0,36.78,1.343939393939394,98.9339393939394,26.98907328617341,11.674323433041977,30.588981502398585,34.308789466958025,62.15393939393939,98.9339393939394,2988902.3385,35866828.062,17933414.031,8966707.0155,9562800.0,4781400.0,16160024.242424242,8080012.121212121,25722824.24242425,12861412.121212125,26304028.062,31085428.062,19706803.81957576,27786815.94078788,10144003.81957575,23005415.940787874,8370614.030999999,13152014.031,-596092.9845000003,4185307.0155,1773389.7885757573,9853401.909787878,-7193317.226924242,886694.8942878786,-7789410.21142425,5072001.909787875,-16756117.22692425,-3894705.105712125,3
Seychelles,SYC,Men,2019,44.02794265,55.83074795,27.16189595,66.41067515,16.4980837,Seychelles,High income,70000,100000,"Nursing and midwifery personnel (per 10,000)",Seychelles,2022.0,Africa,72.74,"Pharmacists  (per 10,000)",Seychelles,2022.0,Africa,3.27,,,,,,Physician per 1000,Seychelles,2019.0,21.07,0.0,97.08,24.58112968849205,11.958823971518672,29.2392539685198,32.06911867848133,76.00999999999999,97.08,30819.559855,369834.71826,184917.35913,92458.679565,58996.0,29498.0,212828.0,106414.0,271824.0,135912.0,310838.71826,340336.71826,157006.71826000002,263420.71826,98010.71826,233922.71826,125921.35913,155419.35913,33462.679565,62960.679565,-27910.640869999974,78503.35913000001,-120369.32043499996,-13955.320434999989,-86906.64087,49005.35913,-179365.320435,-43453.320435,2
Sierra Leone,SLE,Men,2019,40.71347655,19.83623535,8.32203115,37.13934715,32.4221173,Sierra Leone,Low income,4200000,9000000,"Nursing and midwifery personnel (per 10,000)",Sierra Leone,2022.0,Africa,11.19,"Pharmacists  (per 10,000)",Sierra Leone,2022.0,Africa,0.1,Community Health Workers (number),Sierra Leone,2020.0,Africa,13966.0,Physician per 1000,Sierra Leone,2020.0,0.7000000000000001,15.517777777777775,27.50777777777777,8.07602102762506,3.388188200738946,15.120719392738344,37.32528834926106,26.807777777777776,27.50777777777777,1709966.0151000002,20519592.1812,10259796.0906,5129898.0453,117600.00000000004,58800.000000000015,4503706.666666667,2251853.333333333,4621306.666666667,2310653.333333333,20401992.1812,20460792.1812,16015885.514533332,18267738.84786667,15898285.514533332,18208938.84786667,10142196.0906,10200996.0906,5012298.0453,5071098.0453,5756089.423933334,8007942.757266667,626191.3786333334,2878044.711966667,5638489.423933334,7949142.757266667,508591.37863333337,2819244.711966667,4
Singapore,SGP,Men,2019,31.2742447,60.90170825,37.8730745,66.2838026,8.938346650000002,Singapore,High income,4000000,5600000,"Nursing and midwifery personnel (per 10,000)",Singapore,2017.0,Western Pacific,61.82,"Pharmacists  (per 10,000)",Singapore,2016.0,Western Pacific,5.03,,,,,,Physician per 1000,Singapore,2019.0,24.340000000000003,0.0,91.19,19.046549264585085,11.8445179945433,20.729758621588964,19.42972670545669,66.85,91.19,1250969.7879999997,15011637.455999997,7505818.727999998,3752909.363999999,3894400.000000001,1947200.0000000005,10696000.0,5348000.0,14590400.0,7295200.0,11117237.455999997,13064437.455999997,4315637.4559999965,9663637.455999997,421237.4559999965,7716437.4559999965,3611418.727999997,5558618.727999998,-141490.6360000018,1805709.363999999,-3190181.2720000017,2157818.7279999983,-6943090.636000001,-1595090.6360000009,-7084581.272000002,210618.72799999823,-10837490.636,-3542290.636000001,2
Slovakia,SVK,Men,2019,42.7175506,64.19365495,35.3075746,72.83423925,8.5619766,Slovakia,High income,4100000,5400000,"Nursing and midwifery personnel (per 10,000)",Slovakia,2021.0,Europe,60.43,"Pharmacists  (per 10,000)",Slovakia,2021.0,Europe,8.48,Community Health Workers (number),Slovakia,2013.0,Europe,100.0,Physician per 1000,Slovakia,2021.0,46.28999999999999,0.1851851851851851,115.3851851851852,27.42195703525565,15.082531045387748,31.113003005743803,27.63501955461225,69.09518518518519,115.3851851851852,1751419.5745999997,21017034.895199995,10508517.447599998,5254258.723799999,7591559.999999999,3795780.0,11331610.370370371,5665805.185185187,18923170.37037037,9461585.185185185,13425474.895199995,17221254.895199995,9685424.524829622,15351229.710014809,2093864.524829626,11555449.71001481,2916957.4475999987,6712737.447599998,-2337301.2762,1458478.723799999,-823092.9227703754,4842712.262414811,-6077351.646570374,-411546.4613851877,-8414652.922770372,1046932.262414813,-13668911.64657037,-4207326.461385186,3
Slovenia,SVN,Men,2019,45.1206592,52.80379235,23.34353145,64.04643684999999,11.65670085,Slovenia,High income,1500000,2100000,"Nursing and midwifery personnel (per 10,000)",Slovenia,2021.0,Europe,105.9,"Pharmacists  (per 10,000)",Slovenia,2021.0,Europe,7.37,,,,,,Physician per 1000,Slovenia,2020.0,32.79,0.0,146.06,23.82541919091917,10.53275527079932,28.89817450083171,34.58790392920068,113.27,146.06,676809.8879999999,8121718.655999999,4060859.328,2030429.664,1967400.0,983700.0,6796200.000000002,3398100.000000001,8763600.0,4381800.0,6154318.656,7138018.656,1325518.6559999976,4723618.655999999,-641881.3440000005,3739918.656,2093459.328,3077159.328,63029.66399999987,1046729.664,-2735340.672000002,662759.3279999988,-4765770.336000002,-1367670.336000001,-4702740.672,-320940.67200000025,-6733170.336,-2351370.336,1
Solomon Islands,SLB,Men,2019,29.70826565,14.04073115,6.3241173,33.47467165,30.31352165,Solomon Islands,Lower middle income,500000,800000,"Nursing and midwifery personnel (per 10,000)",Solomon Islands,2018.0,Western Pacific,21.44,"Pharmacists  (per 10,000)",Solomon Islands,2016.0,Western Pacific,1.18,,,,,,Physician per 1000,Solomon Islands,2016.0,1.91,0.0,24.53,4.1712577092443,1.8787855675016072,9.944744379247236,27.829480082498392,22.62,24.53,148541.32825,1782495.9389999998,891247.9694999999,445623.98475,38200.00000000001,19100.000000000004,452400.0,226200.0,490600.0,245300.0,1744295.9389999998,1763395.9389999998,1330095.9389999998,1556295.9389999998,1291895.9389999998,1537195.9389999998,853047.9694999999,872147.9694999999,407423.98475,426523.98475,438847.9694999999,665047.9694999999,-6776.015250000055,219423.98475,400647.9694999999,645947.9694999999,-44976.015250000055,200323.98475,2
Somalia,SOM,Men,2019,36.03070415,26.1173317,9.49794275,39.6166957,27.611559000000003,Somalia,Low income,7000000,18000000,"Nursing and midwifery personnel (per 10,000)",Somalia,2014.0,Eastern Mediterranean,1.13,,,,,0.0,Community Health Workers (number),Somalia,2020.0,Eastern Mediterranean,1535.0,Physician per 1000,Somalia,2014.0,0.2299999999999999,0.8527777777777777,2.2127777777777777,9.410258516701166,3.4221756525888742,14.274174421672772,32.60852849741112,1.9827777777777773,2.2127777777777777,2522149.2905,30265791.486,15132895.742999995,7566447.8714999985,64399.99999999999,32200.0,555177.7777777779,277588.88888888893,619577.7777777779,309788.88888888893,30201391.486,30233591.486,29710613.708222218,29988202.597111102,29646213.708222218,29956002.597111102,15068495.742999995,15100695.742999995,7502047.8714999985,7534247.8714999985,14577717.96522222,14855306.854111109,7011270.0937222205,7288858.982611109,14513317.96522222,14823106.854111109,6946870.0937222205,7256658.982611109,4
South Africa,ZAF,Men,2019,44.04324305,45.9539795,23.17816575,52.68686615,19.41060795,South Africa,Upper middle income,40000000,60000000,"Nursing and midwifery personnel (per 10,000)",South Africa,2020.0,Africa,10.38,"Pharmacists  (per 10,000)",South Africa,2022.0,Africa,0.6,Community Health Workers (number),South Africa,2022.0,Africa,63290.0,Physician per 1000,South Africa,2021.0,8.09,10.548333333333334,29.61833333333333,20.23962288233217,10.208415875804354,23.20500451387268,33.834827174195645,21.528333333333336,29.61833333333333,17617297.22,211407566.64,105703783.32,52851891.66,12944000.0,6472000.0,34445333.333333336,17222666.666666668,47389333.33333333,23694666.666666664,198463566.64,204935566.64,176962233.30666664,194184899.97333333,164018233.30666667,187712899.97333333,92759783.32,99231783.32,39907891.66,46379891.66,71258449.98666665,88481116.65333332,18406558.32666666,35629224.993333325,58314449.98666666,82009116.65333334,5462558.326666668,29157224.99333333,6
South Korea,KOR,Men,2019,26.5858519,72.3151993,53.53605935,72.34348990000001,5.43774345,South Korea,High income,42000000,51800000,"Nursing and midwifery personnel (per 10,000)",Republic of Korea,2021.0,Western Pacific,89.15,"Pharmacists  (per 10,000)",Republic of Korea,2021.0,Western Pacific,7.79,,,,,,Physician per 1000,South Korea,2020.0,25.08,0.0,122.02,19.22561178708784,14.2330174518871,19.23313308410546,12.3528344481129,96.94,122.02,11166057.798,133992693.576,66996346.788,33498173.394,42134400.0,21067200.0,162859200.00000003,81429600.00000001,204993600.0,102496800.0,91858293.576,112925493.576,-28866506.424000025,52563093.57599999,-71000906.424,31495893.576000005,24861946.788000003,45929146.788,-8636226.605999999,12430973.394,-95862853.21200004,-14433253.212000012,-129361026.60600004,-47931426.60600001,-137997253.212,-35500453.212,-171495426.606,-68998626.606,1
South Sudan,SSD,Men,2019,34.1516281,24.86072215,11.2282157,39.96769515,25.9122687,South Sudan,Low income,5200000,11400000,"Nursing and midwifery personnel (per 10,000)",South Sudan,2020.0,Africa,7.12,"Pharmacists  (per 10,000)",South Sudan,2020.0,Africa,0.13,Community Health Workers (number),South Sudan,2020.0,Africa,2826.0,Physician per 1000,South Sudan,2018.0,0.4,2.478947368421053,10.128947368421052,8.490341371642323,3.834618468129812,13.649618607769735,30.317009631870185,9.728947368421052,10.128947368421052,1775884.6611999995,21310615.9344,10655307.967199998,5327653.983599999,83200.0,41600.0,2023621.052631579,1011810.5263157896,2106821.052631579,1053410.5263157894,21227415.9344,21269015.9344,19286994.881768417,20298805.408084206,19203794.881768417,20257205.408084206,10572107.967199998,10613707.967199998,5244453.983599999,5286053.983599999,8631686.914568419,9643497.440884208,3304032.93096842,4315843.457284209,8548486.914568419,9601897.440884208,3220832.93096842,4274243.457284209,4
Latvia,LVA,Men,2019,43.8950219,50.88455915,17.347224450000002,67.9546414,14.7736118,Latvia,High income,1300000,1800000,"Nursing and midwifery personnel (per 10,000)",Latvia,2021.0,Europe,44.21,"Pharmacists  (per 10,000)",Latvia,2022.0,Europe,8.83,,,,,,Physician per 1000,Latvia,2020.0,33.45,0.0,86.49,22.33578838261095,7.614567971369655,29.828704724596463,36.28045392863034,53.04,86.49,570635.2847,6847623.4164,3423811.7082,1711905.8541,1739400.0,869700.0,2758080.0,1379040.0,4497480.0,2248740.0,5108223.4164,5977923.4164,4089543.4164,5468583.4164,2350143.4163999995,4598883.4164,1684411.7081999998,2554111.7082,-27494.14590000012,842205.8540999999,665731.7081999998,2044771.7082,-1046174.1459,332865.8540999999,-1073668.2918000002,1175071.7081999998,-2785574.1459,-536834.1459000001,3
United Kingdom,GBR,Men,2019,26.4619324,47.6117233,29.9334369,58.95563134999999,11.064409,United Kingdom,High income,51000000,67300000,"Nursing and midwifery personnel (per 10,000)",United Kingdom of Great Britain and Northern Ireland,2022.0,Europe,91.51,"Pharmacists  (per 10,000)",United Kingdom of Great Britain and Northern Ireland,2022.0,Europe,9.06,,,,,,Physician per 1000,United Kingdom,2021.0,31.71,0.0,132.28,12.598982034121049,7.920965837474655,15.600799313830205,18.540966562525345,100.57,132.28,13495585.523999998,161947026.288,80973513.144,40486756.572,64688399.99999999,32344200.0,205162800.0,102581400.0,269851200.0,134925600.0,97258626.288,129602826.288,-43215773.71200001,59365626.28799999,-107904173.712,27021426.287999988,16285113.144,48629313.144,-24201643.428,8142556.572000001,-124189286.856,-21607886.856000006,-164676043.428,-62094643.428,-188877686.856,-53952086.856000006,-229364443.428,-94438843.428,1
Lao PDR,LAO,Men,2019,28.508737799999988,31.43554375,14.14849625,44.77589565,21.9655715,Lao PDR,Lower middle income,5000000,7400000,"Nursing and midwifery personnel (per 10,000)",Lao People's Democratic Republic,2020.0,Western Pacific,11.83,"Pharmacists  (per 10,000)",Lao People's Democratic Republic,2020.0,Western Pacific,2.27,Community Health Workers (number),Lao People's Democratic Republic,2019.0,Western Pacific,75.0,Physician per 1000,Laos,2021.0,3.27,0.1013513513513513,17.471351351351352,8.961876743691784,4.033557698555331,12.7650426884601,24.475180101444657,14.20135135135135,17.471351351351352,1425436.8899999994,17105242.679999992,8552621.339999996,4276310.669999998,654000.0,327000.0,2840270.27027027,1420135.135135135,3494270.2702702703,1747135.1351351351,16451242.679999992,16778242.679999992,14264972.409729725,15685107.544864858,13610972.409729725,15358107.544864858,7898621.339999996,8225621.339999996,3622310.669999998,3949310.669999998,5712351.069729727,7132486.204864861,1436040.3997297282,2856175.5348648634,5058351.069729726,6805486.204864861,782040.3997297278,2529175.534864863,4
Kuwait,KWT,Men,2019,39.38600975,58.938616450000005,32.90262955,65.62816325,10.42941195,Kuwait,High income,2900000,4400000,"Nursing and midwifery personnel (per 10,000)",Kuwait,2020.0,Eastern Mediterranean,45.87,"Pharmacists  (per 10,000)",Kuwait,2014.0,Eastern Mediterranean,4.82,,,,,,Physician per 1000,Kuwait,2020.0,22.93,0.0,73.62,23.213569221512103,12.959032882569382,25.84831477639092,26.42697686743061,50.69,73.62,1142194.28275,13706331.393,6853165.6965,3426582.84825,2659880.0,1329940.0,5880040.0,2940020.0,8539920.0,4269960.0,11046451.393,12376391.393,7826291.392999999,10766311.393,5166411.392999999,9436371.393,4193285.6965,5523225.6965,766702.8482499998,2096642.84825,973125.6964999996,3913145.6965,-2453457.15175,486562.8482499998,-1686754.3035000004,2583205.6965,-5113337.15175,-843377.1517500002,3
Botswana,BWA,Men,2019,43.6707076,39.98506625,17.86591945,57.40121310000001,23.31818965,Botswana,Upper middle income,1500000,2600000,"Nursing and midwifery personnel (per 10,000)",Botswana,2022.0,Africa,30.52,"Pharmacists  (per 10,000)",Botswana,2022.0,Africa,0.48,Community Health Workers (number),Botswana,2012.0,Africa,166.0,Physician per 1000,Botswana,2018.0,3.4799999999999995,0.6384615384615384,35.11846153846154,17.461761365703786,7.802173443061029,25.067515931753896,35.86853415693897,31.63846153846153,35.11846153846154,655060.614,7860727.367999999,3930363.684,1965181.842,208800.0,104400.0,1898307.6923076925,949153.8461538462,2107107.692307692,1053553.846153846,7651927.367999999,7756327.367999999,5962419.675692307,6911573.521846153,5753619.675692307,6807173.521846153,3721563.684,3825963.684,1756381.8419999997,1860781.842,2032055.991692307,2981209.8378461534,66874.14969230723,1016027.9958461536,1823255.991692308,2876809.8378461534,-141925.8503076923,911627.9958461536,3
